aperture_scale_factor,bias_level,category,cue_pos_id,cue_x_px,cue_y_px,drift_retry_limit,image_id,image_path,iti_s,max_drift_time_s,mini_block,part,polygon_case,polygon_id,polygon_json_path,stimulus_duration_s,trial_in_block,trial_type,trial_uid
1987,,Sketch,grid_31,960,1620,1,B_Sketch_075,data/raw/stimuli/CAT2000/Sketch/075.jpg,0.5,10.0,1,B,iso_icc,iso_icc_03,data/raw/stimuli/polygons/iso_icc_03.json,4.0,25,image,B_MB01_T025
1987,,Object,grid_32,1920,1620,1,B_Object_069,data/raw/stimuli/CAT2000/Object/069.jpg,0.5,10.0,1,B,allfar_concave,allfar_concave_01,data/raw/stimuli/polygons/allfar_concave.json,4.0,26,image,B_MB01_T026
1987,,Satelite,grid_33,2880,1620,1,B_Satelite_195,data/raw/stimuli/CAT2000/Satelite/195.jpg,0.5,10.0,1,B,pair_C3_icc_vs_chc_bbc,pair_C3_03,data/raw/stimuli/polygons/pair_com_icc_vs_chc_bbc_03.json,4.0,27,image,B_MB01_T027
1987,,Sketch,grid_11,960,540,1,B_Sketch_081,data/raw/stimuli/CAT2000/Sketch/081.jpg,0.5,10.0,1,B,allfar_intermediate,allfar_intermediate_01,data/raw/stimuli/polygons/allfar_intermediate.json,4.0,28,image,B_MB01_T028
1987,,Sketch,grid_12,1920,540,1,B_Sketch_171,data/raw/stimuli/CAT2000/Sketch/171.jpg,0.5,10.0,1,B,pair_C1_bbc_vs_chc_icc,pair_C1_02,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_02.json,4.0,29,image,B_MB01_T029
1987,,OutdoorNatural,grid_13,2880,540,1,B_OutdoorNatural_163,data/raw/stimuli/CAT2000/OutdoorNatural/163.jpg,0.5,10.0,1,B,allfar_convex,allfar_convex_01,data/raw/stimuli/polygons/allfar_convex.json,4.0,30,image,B_MB01_T030
1987,,Satelite,grid_21,960,1080,1,B_Satelite_137,data/raw/stimuli/CAT2000/Satelite/137.jpg,0.5,10.0,1,B,baseline_asymmetric,baseline_asym_01,data/raw/stimuli/polygons/baseline_asymmetric_consolidated.json,4.0,31,image,B_MB01_T031
1987,,OutdoorNatural,grid_22,1920,1080,1,B_OutdoorNatural_009,data/raw/stimuli/CAT2000/OutdoorNatural/009.jpg,0.5,10.0,1,B,iso_bbc,iso_bbc_01,data/raw/stimuli/polygons/iso_bbc_01.json,4.0,32,image,B_MB01_T032
1987,,Sketch,grid_23,2880,1080,1,B_Sketch_167,data/raw/stimuli/CAT2000/Sketch/167.jpg,0.5,10.0,1,B,allfar_concave,allfar_concave_01,data/raw/stimuli/polygons/allfar_concave.json,4.0,33,image,B_MB01_T033
1987,,Satelite,grid_31,960,1620,1,B_Satelite_039,data/raw/stimuli/CAT2000/Satelite/039.jpg,0.5,10.0,1,B,pair_C1_bbc_vs_chc_icc,pair_C1_01,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_01.json,4.0,34,image,B_MB01_T034
1987,,Fractal,grid_32,1920,1620,1,B_Fractal_117,data/raw/stimuli/CAT2000/Fractal/117.jpg,0.5,10.0,1,B,allfar_convex,allfar_convex_01,data/raw/stimuli/polygons/allfar_convex.json,4.0,35,image,B_MB01_T035
1987,,Random,grid_33,2880,1620,1,B_Random_119,data/raw/stimuli/CAT2000/Random/119.jpg,0.5,10.0,1,B,baseline_rectangle,baseline_rect_01,data/raw/stimuli/polygons/baseline_rectangle.json,4.0,36,image,B_MB01_T036
1987,,OutdoorNatural,grid_11,960,540,1,B_OutdoorNatural_021,data/raw/stimuli/CAT2000/OutdoorNatural/021.jpg,0.5,10.0,1,B,pair_C3_icc_vs_chc_bbc,pair_C3_03,data/raw/stimuli/polygons/pair_com_icc_vs_chc_bbc_03.json,4.0,37,image,B_MB01_T037
1987,,OutdoorNatural,grid_12,1920,540,1,B_OutdoorNatural_113,data/raw/stimuli/CAT2000/OutdoorNatural/113.jpg,0.5,10.0,1,B,pair_C2_chc_vs_bbc_icc,pair_C2_02,data/raw/stimuli/polygons/pair_com_chc_vs_bbc_icc_02.json,4.0,38,image,B_MB01_T038
1987,,Random,grid_13,2880,540,1,B_Random_161,data/raw/stimuli/CAT2000/Random/161.jpg,0.5,10.0,1,B,iso_chc,iso_chc_01,data/raw/stimuli/polygons/iso_chc_01.json,4.0,39,image,B_MB01_T039
1987,,Fractal,grid_21,960,1080,1,B_Fractal_059,data/raw/stimuli/CAT2000/Fractal/059.jpg,0.5,10.0,2,B,iso_bbc,iso_bbc_02,data/raw/stimuli/polygons/iso_bbc_02.json,4.0,1,image,B_MB02_T040
1987,,Random,grid_22,1920,1080,1,B_Random_025,data/raw/stimuli/CAT2000/Random/025.jpg,0.5,10.0,2,B,pair_C3_icc_vs_chc_bbc,pair_C3_03,data/raw/stimuli/polygons/pair_com_icc_vs_chc_bbc_03.json,4.0,2,image,B_MB02_T041
1987,,Sketch,grid_23,2880,1080,1,B_Sketch_163,data/raw/stimuli/CAT2000/Sketch/163.jpg,0.5,10.0,2,B,pair_C3_icc_vs_chc_bbc,pair_C3_02,data/raw/stimuli/polygons/pair_com_icc_vs_chc_bbc_02.json,4.0,3,image,B_MB02_T042
1987,,Random,grid_31,960,1620,1,B_Random_149,data/raw/stimuli/CAT2000/Random/149.jpg,0.5,10.0,2,B,pair_C1_bbc_vs_chc_icc,pair_C1_03,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_03.json,4.0,4,image,B_MB02_T043
1987,,Sketch,grid_32,1920,1620,1,B_Sketch_193,data/raw/stimuli/CAT2000/Sketch/193.jpg,0.5,10.0,2,B,iso_bbc,iso_bbc_01,data/raw/stimuli/polygons/iso_bbc_01.json,4.0,5,image,B_MB02_T044
1987,,OutdoorNatural,grid_33,2880,1620,1,B_OutdoorNatural_059,data/raw/stimuli/CAT2000/OutdoorNatural/059.jpg,0.5,10.0,2,B,iso_icc,iso_icc_03,data/raw/stimuli/polygons/iso_icc_03.json,4.0,6,image,B_MB02_T045
1987,,Satelite,grid_11,960,540,1,B_Satelite_165,data/raw/stimuli/CAT2000/Satelite/165.jpg,0.5,10.0,2,B,iso_bbc,iso_bbc_01,data/raw/stimuli/polygons/iso_bbc_01.json,4.0,7,image,B_MB02_T046
1987,,Fractal,grid_12,1920,540,1,B_Fractal_055,data/raw/stimuli/CAT2000/Fractal/055.jpg,0.5,10.0,2,B,iso_bbc,iso_bbc_03,data/raw/stimuli/polygons/iso_bbc_03.json,4.0,8,image,B_MB02_T047
1987,,OutdoorNatural,grid_13,2880,540,1,B_OutdoorNatural_129,data/raw/stimuli/CAT2000/OutdoorNatural/129.jpg,0.5,10.0,2,B,baseline_symmetric,baseline_sym_01,data/raw/stimuli/polygons/baseline_symmetric_consolidated.json,4.0,9,image,B_MB02_T048
1987,,,grid_21,960,1080,1,,,0.5,10.0,2,B,iso_icc,iso_icc_02,data/raw/stimuli/polygons/iso_icc_02.json,4.0,10,empty,B_MB02_T049
1987,,Satelite,grid_22,1920,1080,1,B_Satelite_183,data/raw/stimuli/CAT2000/Satelite/183.jpg,0.5,10.0,2,B,iso_com,iso_com_03,data/raw/stimuli/polygons/iso_com_03.json,4.0,11,image,B_MB02_T050
1987,,Fractal,grid_23,2880,1080,1,B_Fractal_051,data/raw/stimuli/CAT2000/Fractal/051.jpg,0.5,10.0,2,B,iso_chc,iso_chc_03,data/raw/stimuli/polygons/iso_chc_03.json,4.0,12,image,B_MB02_T051
1987,,OutdoorNatural,grid_31,960,1620,1,B_OutdoorNatural_071,data/raw/stimuli/CAT2000/OutdoorNatural/071.jpg,0.5,10.0,2,B,iso_chc,iso_chc_02,data/raw/stimuli/polygons/iso_chc_02.json,4.0,13,image,B_MB02_T052
1987,,Object,grid_32,1920,1620,1,B_Object_101,data/raw/stimuli/CAT2000/Object/101.jpg,0.5,10.0,2,B,pair_C1_bbc_vs_chc_icc,pair_C1_02,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_02.json,4.0,14,image,B_MB02_T053
1987,,Object,grid_33,2880,1620,1,B_Object_045,data/raw/stimuli/CAT2000/Object/045.jpg,0.5,10.0,2,B,pair_C3_icc_vs_chc_bbc,pair_C3_03,data/raw/stimuli/polygons/pair_com_icc_vs_chc_bbc_03.json,4.0,15,image,B_MB02_T054
1987,,Satelite,grid_11,960,540,1,B_Satelite_009,data/raw/stimuli/CAT2000/Satelite/009.jpg,0.5,10.0,2,B,iso_icc,iso_icc_03,data/raw/stimuli/polygons/iso_icc_03.json,4.0,16,image,B_MB02_T055
1987,,Satelite,grid_12,1920,540,1,B_Satelite_053,data/raw/stimuli/CAT2000/Satelite/053.jpg,0.5,10.0,2,B,iso_chc,iso_chc_03,data/raw/stimuli/polygons/iso_chc_03.json,4.0,17,image,B_MB02_T056
1987,,Fractal,grid_13,2880,540,1,B_Fractal_027,data/raw/stimuli/CAT2000/Fractal/027.jpg,0.5,10.0,2,B,pair_C1_bbc_vs_chc_icc,pair_C1_01,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_01.json,4.0,18,image,B_MB02_T057
1987,,Object,grid_21,960,1080,1,B_Object_017,data/raw/stimuli/CAT2000/Object/017.jpg,0.5,10.0,2,B,iso_com,iso_com_01,data/raw/stimuli/polygons/iso_com_01.json,4.0,19,image,B_MB02_T058
1987,,OutdoorNatural,grid_22,1920,1080,1,B_OutdoorNatural_017,data/raw/stimuli/CAT2000/OutdoorNatural/017.jpg,0.5,10.0,2,B,pair_C1_bbc_vs_chc_icc,pair_C1_02,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_02.json,4.0,20,image,B_MB02_T059
1987,,Satelite,grid_23,2880,1080,1,B_Satelite_169,data/raw/stimuli/CAT2000/Satelite/169.jpg,0.5,10.0,2,B,baseline_rectangle,baseline_rect_01,data/raw/stimuli/polygons/baseline_rectangle.json,4.0,21,image,B_MB02_T060
1987,,Sketch,grid_31,960,1620,1,B_Sketch_103,data/raw/stimuli/CAT2000/Sketch/103.jpg,0.5,10.0,2,B,pair_C1_bbc_vs_chc_icc,pair_C1_01,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_01.json,4.0,22,image,B_MB02_T061
1987,,Sketch,grid_32,1920,1620,1,B_Sketch_145,data/raw/stimuli/CAT2000/Sketch/145.jpg,0.5,10.0,2,B,iso_bbc,iso_bbc_02,data/raw/stimuli/polygons/iso_bbc_02.json,4.0,23,image,B_MB02_T062
1987,,OutdoorNatural,grid_33,2880,1620,1,B_OutdoorNatural_031,data/raw/stimuli/CAT2000/OutdoorNatural/031.jpg,0.5,10.0,2,B,pair_C2_chc_vs_bbc_icc,pair_C2_01,data/raw/stimuli/polygons/pair_com_chc_vs_bbc_icc_01.json,4.0,24,image,B_MB02_T063
1987,,Random,grid_11,960,540,1,B_Random_011,data/raw/stimuli/CAT2000/Random/011.jpg,0.5,10.0,2,B,iso_chc,iso_chc_03,data/raw/stimuli/polygons/iso_chc_03.json,4.0,25,image,B_MB02_T064
1987,,Satelite,grid_12,1920,540,1,B_Satelite_071,data/raw/stimuli/CAT2000/Satelite/071.jpg,0.5,10.0,2,B,pair_C3_icc_vs_chc_bbc,pair_C3_01,data/raw/stimuli/polygons/pair_com_icc_vs_chc_bbc_01.json,4.0,26,image,B_MB02_T065
1987,,Object,grid_13,2880,540,1,B_Object_077,data/raw/stimuli/CAT2000/Object/077.jpg,0.5,10.0,2,B,pair_C3_icc_vs_chc_bbc,pair_C3_03,data/raw/stimuli/polygons/pair_com_icc_vs_chc_bbc_03.json,4.0,27,image,B_MB02_T066
1987,,Satelite,grid_21,960,1080,1,B_Satelite_035,data/raw/stimuli/CAT2000/Satelite/035.jpg,0.5,10.0,2,B,allfar_convex,allfar_convex_01,data/raw/stimuli/polygons/allfar_convex.json,4.0,28,image,B_MB02_T067
1987,,Object,grid_22,1920,1080,1,B_Object_125,data/raw/stimuli/CAT2000/Object/125.jpg,0.5,10.0,2,B,baseline_symmetric,baseline_sym_01,data/raw/stimuli/polygons/baseline_symmetric_consolidated.json,4.0,29,image,B_MB02_T068
1987,,,grid_23,2880,1080,1,,,0.5,10.0,2,B,baseline_asymmetric,baseline_asym_01,data/raw/stimuli/polygons/baseline_asymmetric_consolidated.json,4.0,30,empty,B_MB02_T069
1987,,Sketch,grid_31,960,1620,1,B_Sketch_121,data/raw/stimuli/CAT2000/Sketch/121.jpg,0.5,10.0,2,B,baseline_asymmetric,baseline_asym_01,data/raw/stimuli/polygons/baseline_asymmetric_consolidated.json,4.0,31,image,B_MB02_T070
1987,,Random,grid_32,1920,1620,1,B_Random_107,data/raw/stimuli/CAT2000/Random/107.jpg,0.5,10.0,2,B,iso_chc,iso_chc_02,data/raw/stimuli/polygons/iso_chc_02.json,4.0,32,image,B_MB02_T071
1987,,Random,grid_33,2880,1620,1,B_Random_013,data/raw/stimuli/CAT2000/Random/013.jpg,0.5,10.0,2,B,pair_C2_chc_vs_bbc_icc,pair_C2_01,data/raw/stimuli/polygons/pair_com_chc_vs_bbc_icc_01.json,4.0,33,image,B_MB02_T072
1987,,Satelite,grid_11,960,540,1,B_Satelite_093,data/raw/stimuli/CAT2000/Satelite/093.jpg,0.5,10.0,2,B,iso_bbc,iso_bbc_02,data/raw/stimuli/polygons/iso_bbc_02.json,4.0,34,image,B_MB02_T073
1987,,OutdoorNatural,grid_12,1920,540,1,B_OutdoorNatural_161,data/raw/stimuli/CAT2000/OutdoorNatural/161.jpg,0.5,10.0,2,B,iso_bbc,iso_bbc_03,data/raw/stimuli/polygons/iso_bbc_03.json,4.0,35,image,B_MB02_T074
1987,,OutdoorNatural,grid_13,2880,540,1,B_OutdoorNatural_133,data/raw/stimuli/CAT2000/OutdoorNatural/133.jpg,0.5,10.0,2,B,pair_C2_chc_vs_bbc_icc,pair_C2_02,data/raw/stimuli/polygons/pair_com_chc_vs_bbc_icc_02.json,4.0,36,image,B_MB02_T075
1987,,Random,grid_21,960,1080,1,B_Random_167,data/raw/stimuli/CAT2000/Random/167.jpg,0.5,10.0,2,B,iso_com,iso_com_01,data/raw/stimuli/polygons/iso_com_01.json,4.0,37,image,B_MB02_T076
1987,,OutdoorNatural,grid_22,1920,1080,1,B_OutdoorNatural_019,data/raw/stimuli/CAT2000/OutdoorNatural/019.jpg,0.5,10.0,2,B,iso_icc,iso_icc_01,data/raw/stimuli/polygons/iso_icc_01.json,4.0,38,image,B_MB02_T077
1987,,,grid_23,2880,1080,1,,,0.5,10.0,2,B,iso_com,iso_com_03,data/raw/stimuli/polygons/iso_com_03.json,4.0,39,empty,B_MB02_T078
1987,,Satelite,grid_31,960,1620,1,B_Satelite_033,data/raw/stimuli/CAT2000/Satelite/033.jpg,0.5,10.0,3,B,iso_bbc,iso_bbc_03,data/raw/stimuli/polygons/iso_bbc_03.json,4.0,1,image,B_MB03_T079
1987,,Object,grid_32,1920,1620,1,B_Object_175,data/raw/stimuli/CAT2000/Object/175.jpg,0.5,10.0,3,B,iso_chc,iso_chc_03,data/raw/stimuli/polygons/iso_chc_03.json,4.0,2,image,B_MB03_T080
1987,,Random,grid_33,2880,1620,1,B_Random_191,data/raw/stimuli/CAT2000/Random/191.jpg,0.5,10.0,3,B,pair_C2_chc_vs_bbc_icc,pair_C2_02,data/raw/stimuli/polygons/pair_com_chc_vs_bbc_icc_02.json,4.0,3,image,B_MB03_T081
1987,,OutdoorNatural,grid_11,960,540,1,B_OutdoorNatural_177,data/raw/stimuli/CAT2000/OutdoorNatural/177.jpg,0.5,10.0,3,B,iso_bbc,iso_bbc_02,data/raw/stimuli/polygons/iso_bbc_02.json,4.0,4,image,B_MB03_T082
1987,,Sketch,grid_12,1920,540,1,B_Sketch_157,data/raw/stimuli/CAT2000/Sketch/157.jpg,0.5,10.0,3,B,iso_bbc,iso_bbc_02,data/raw/stimuli/polygons/iso_bbc_02.json,4.0,5,image,B_MB03_T083
1987,,Sketch,grid_13,2880,540,1,B_Sketch_001,data/raw/stimuli/CAT2000/Sketch/001.jpg,0.5,10.0,3,B,iso_chc,iso_chc_03,data/raw/stimuli/polygons/iso_chc_03.json,4.0,6,image,B_MB03_T084
1987,,Object,grid_21,960,1080,1,B_Object_117,data/raw/stimuli/CAT2000/Object/117.jpg,0.5,10.0,3,B,pair_C1_bbc_vs_chc_icc,pair_C1_01,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_01.json,4.0,7,image,B_MB03_T085
1987,,,grid_22,1920,1080,1,,,0.5,10.0,3,B,iso_com,iso_com_01,data/raw/stimuli/polygons/iso_com_01.json,4.0,8,empty,B_MB03_T086
1987,,Object,grid_23,2880,1080,1,B_Object_081,data/raw/stimuli/CAT2000/Object/081.jpg,0.5,10.0,3,B,pair_C2_chc_vs_bbc_icc,pair_C2_01,data/raw/stimuli/polygons/pair_com_chc_vs_bbc_icc_01.json,4.0,9,image,B_MB03_T087
1987,,Sketch,grid_31,960,1620,1,B_Sketch_111,data/raw/stimuli/CAT2000/Sketch/111.jpg,0.5,10.0,3,B,iso_chc,iso_chc_01,data/raw/stimuli/polygons/iso_chc_01.json,4.0,10,image,B_MB03_T088
1987,,Object,grid_32,1920,1620,1,B_Object_035,data/raw/stimuli/CAT2000/Object/035.jpg,0.5,10.0,3,B,iso_icc,iso_icc_02,data/raw/stimuli/polygons/iso_icc_02.json,4.0,11,image,B_MB03_T089
1987,,OutdoorNatural,grid_33,2880,1620,1,B_OutdoorNatural_055,data/raw/stimuli/CAT2000/OutdoorNatural/055.jpg,0.5,10.0,3,B,iso_chc,iso_chc_01,data/raw/stimuli/polygons/iso_chc_01.json,4.0,12,image,B_MB03_T090
1987,,OutdoorNatural,grid_11,960,540,1,B_OutdoorNatural_039,data/raw/stimuli/CAT2000/OutdoorNatural/039.jpg,0.5,10.0,3,B,pair_C3_icc_vs_chc_bbc,pair_C3_01,data/raw/stimuli/polygons/pair_com_icc_vs_chc_bbc_01.json,4.0,13,image,B_MB03_T091
1987,,OutdoorNatural,grid_12,1920,540,1,B_OutdoorNatural_143,data/raw/stimuli/CAT2000/OutdoorNatural/143.jpg,0.5,10.0,3,B,iso_com,iso_com_01,data/raw/stimuli/polygons/iso_com_01.json,4.0,14,image,B_MB03_T092
1987,,OutdoorNatural,grid_13,2880,540,1,B_OutdoorNatural_189,data/raw/stimuli/CAT2000/OutdoorNatural/189.jpg,0.5,10.0,3,B,iso_icc,iso_icc_02,data/raw/stimuli/polygons/iso_icc_02.json,4.0,15,image,B_MB03_T093
1987,,Satelite,grid_21,960,1080,1,B_Satelite_045,data/raw/stimuli/CAT2000/Satelite/045.jpg,0.5,10.0,3,B,iso_com,iso_com_02,data/raw/stimuli/polygons/iso_com_02.json,4.0,16,image,B_MB03_T094
1987,,Fractal,grid_22,1920,1080,1,B_Fractal_003,data/raw/stimuli/CAT2000/Fractal/003.jpg,0.5,10.0,3,B,pair_C3_icc_vs_chc_bbc,pair_C3_03,data/raw/stimuli/polygons/pair_com_icc_vs_chc_bbc_03.json,4.0,17,image,B_MB03_T095
1987,,Satelite,grid_23,2880,1080,1,B_Satelite_081,data/raw/stimuli/CAT2000/Satelite/081.jpg,0.5,10.0,3,B,pair_C3_icc_vs_chc_bbc,pair_C3_03,data/raw/stimuli/polygons/pair_com_icc_vs_chc_bbc_03.json,4.0,18,image,B_MB03_T096
1987,,Sketch,grid_31,960,1620,1,B_Sketch_043,data/raw/stimuli/CAT2000/Sketch/043.jpg,0.5,10.0,3,B,baseline_asymmetric,baseline_asym_01,data/raw/stimuli/polygons/baseline_asymmetric_consolidated.json,4.0,19,image,B_MB03_T097
1987,,Fractal,grid_32,1920,1620,1,B_Fractal_159,data/raw/stimuli/CAT2000/Fractal/159.jpg,0.5,10.0,3,B,iso_com,iso_com_01,data/raw/stimuli/polygons/iso_com_01.json,4.0,20,image,B_MB03_T098
1987,,Random,grid_33,2880,1620,1,B_Random_113,data/raw/stimuli/CAT2000/Random/113.jpg,0.5,10.0,3,B,pair_C2_chc_vs_bbc_icc,pair_C2_03,data/raw/stimuli/polygons/pair_com_chc_vs_bbc_icc_03.json,4.0,21,image,B_MB03_T099
1987,,Fractal,grid_11,960,540,1,B_Fractal_071,data/raw/stimuli/CAT2000/Fractal/071.jpg,0.5,10.0,3,B,pair_C1_bbc_vs_chc_icc,pair_C1_03,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_03.json,4.0,22,image,B_MB03_T100
1987,,Fractal,grid_12,1920,540,1,B_Fractal_189,data/raw/stimuli/CAT2000/Fractal/189.jpg,0.5,10.0,3,B,pair_C2_chc_vs_bbc_icc,pair_C2_01,data/raw/stimuli/polygons/pair_com_chc_vs_bbc_icc_01.json,4.0,23,image,B_MB03_T101
1987,,Fractal,grid_13,2880,540,1,B_Fractal_187,data/raw/stimuli/CAT2000/Fractal/187.jpg,0.5,10.0,3,B,iso_chc,iso_chc_01,data/raw/stimuli/polygons/iso_chc_01.json,4.0,24,image,B_MB03_T102
1987,,Random,grid_21,960,1080,1,B_Random_079,data/raw/stimuli/CAT2000/Random/079.jpg,0.5,10.0,3,B,allfar_concave,allfar_concave_01,data/raw/stimuli/polygons/allfar_concave.json,4.0,25,image,B_MB03_T103
1987,,,grid_22,1920,1080,1,,,0.5,10.0,3,B,iso_bbc,iso_bbc_01,data/raw/stimuli/polygons/iso_bbc_01.json,4.0,26,empty,B_MB03_T104
